order_id,date,channel,category,country,device,items,revenue,cogs,new_customer
ORD-001905,2026-05-06,Organic Search,Apparel,UK,Mobile,1,43.99,20.68,0
ORD-001906,2026-05-06,Organic Search,Beauty,Turkey,Desktop,4,140.07,51.49,0
ORD-001907,2026-05-06,Direct,Apparel,US,Mobile,3,185.56,77.57,0
ORD-001908,2026-05-06,Meta Ads,Accessories,US,Mobile,1,26.17,9.9,0
ORD-001909,2026-05-06,Email,Apparel,US,Tablet,2,145.47,66.15,0
ORD-001910,2026-05-06,Email,Apparel,US,Mobile,1,46.07,22.25,0
ORD-001911,2026-05-07,Meta Ads,Apparel,Germany,Desktop,2,103.05,42.55,0
ORD-001912,2026-05-07,Google Ads,Accessories,US,Mobile,5,204.28,78.74,0
ORD-001913,2026-05-07,Organic Search,Apparel,US,Mobile,1,44.29,19.91,0
ORD-001914,2026-05-07,Organic Search,Accessories,US,Desktop,1,33.61,13.56,0
ORD-001915,2026-05-07,Meta Ads,Home & Living,Canada,Desktop,3,381.38,218.81,1
ORD-001916,2026-05-07,Email,Accessories,Germany,Tablet,1,30.04,14.82,0
ORD-001917,2026-05-07,Organic Search,Home & Living,US,Desktop,2,285.29,160.16,0
ORD-001918,2026-05-07,Meta Ads,Beauty,US,Mobile,2,76.35,31.07,1
ORD-001919,2026-05-07,Direct,Beauty,Canada,Mobile,1,32.38,12.04,0
ORD-001920,2026-05-07,Direct,Home & Living,US,Mobile,1,143.69,76.86,0
ORD-001921,2026-05-07,Google Ads,Electronics,Germany,Mobile,3,683.02,489.46,0
ORD-001922,2026-05-07,Direct,Apparel,UK,Mobile,1,47.72,19.07,0
ORD-001923,2026-05-07,Email,Apparel,US,Mobile,3,112.47,54.55,0
ORD-001924,2026-05-07,Google Ads,Accessories,UK,Mobile,2,61.16,25.93,0
ORD-001925,2026-05-07,Organic Search,Apparel,US,Desktop,2,95.64,41.22,0
ORD-001926,2026-05-07,Google Ads,Beauty,Germany,Mobile,1,42.15,16.51,1
ORD-001927,2026-05-07,Organic Search,Home & Living,US,Mobile,1,76.85,40.38,0
ORD-001928,2026-05-07,Direct,Electronics,UK,Desktop,3,739.87,501.31,0
ORD-001929,2026-05-07,Meta Ads,Accessories,UK,Desktop,1,29.4,10.94,0
ORD-001930,2026-05-07,Organic Search,Apparel,US,Mobile,1,51.26,24.07,0
ORD-001931,2026-05-07,Google Ads,Home & Living,Germany,Desktop,4,367.56,203.96,1
ORD-001932,2026-05-07,Organic Search,Home & Living,Canada,Desktop,1,95.64,52.76,0
ORD-001933,2026-05-07,Email,Apparel,Turkey,Desktop,1,68.99,29.94,0
ORD-001934,2026-05-07,Google Ads,Apparel,US,Mobile,5,275.42,118.24,1
ORD-001935,2026-05-07,Organic Search,Beauty,US,Mobile,1,45.65,16.09,1
ORD-001936,2026-05-07,Meta Ads,Apparel,US,Desktop,1,78.23,36.47,1
ORD-001937,2026-05-07,Email,Beauty,Turkey,Mobile,1,36.56,14.3,0
ORD-001938,2026-05-07,Email,Home & Living,UK,Desktop,3,345.81,200.84,1
ORD-001939,2026-05-07,Email,Apparel,US,Desktop,4,170.32,73.47,0
ORD-001940,2026-05-07,Meta Ads,Apparel,Canada,Desktop,3,134.49,59.74,0
ORD-001941,2026-05-07,Organic Search,Apparel,US,Tablet,5,248.0,110.32,0
ORD-001942,2026-05-07,Organic Search,Beauty,UK,Desktop,1,32.79,13.44,1
ORD-001943,2026-05-07,Email,Home & Living,UK,Desktop,2,198.35,100.39,0
ORD-001944,2026-05-07,Organic Search,Apparel,Germany,Desktop,1,51.94,21.54,0
ORD-001945,2026-05-07,Direct,Home & Living,Canada,Mobile,4,301.07,172.26,1
ORD-001946,2026-05-07,Google Ads,Home & Living,US,Desktop,4,324.44,185.83,0
ORD-001947,2026-05-08,Direct,Electronics,US,Mobile,1,253.39,179.03,0
ORD-001948,2026-05-08,Google Ads,Accessories,US,Desktop,1,28.13,11.29,0
ORD-001949,2026-05-08,Email,Electronics,UK,Desktop,1,252.07,170.51,0
ORD-001950,2026-05-08,Organic Search,Accessories,Turkey,Desktop,1,45.03,18.41,0
ORD-001951,2026-05-08,Meta Ads,Home & Living,Germany,Mobile,4,357.66,205.02,0
ORD-001952,2026-05-08,Google Ads,Apparel,US,Mobile,3,207.26,99.54,0
ORD-001953,2026-05-08,Email,Home & Living,Germany,Desktop,1,97.0,50.68,0
ORD-001954,2026-05-08,Email,Apparel,Turkey,Mobile,2,95.41,41.85,0
ORD-001955,2026-05-08,Meta Ads,Electronics,US,Desktop,2,384.6,246.85,0
ORD-001956,2026-05-08,Organic Search,Accessories,Australia,Tablet,1,26.76,11.43,1
ORD-001957,2026-05-08,Organic Search,Apparel,US,Mobile,1,37.24,15.45,1
ORD-001958,2026-05-08,Meta Ads,Accessories,US,Desktop,2,67.12,29.55,0
ORD-001959,2026-05-08,Organic Search,Apparel,Turkey,Mobile,1,56.25,26.51,1
ORD-001960,2026-05-08,Meta Ads,Beauty,US,Mobile,2,77.24,28.94,1
ORD-001961,2026-05-08,Direct,Accessories,Canada,Mobile,1,31.99,14.76,1
ORD-001962,2026-05-08,Email,Home & Living,US,Desktop,1,100.38,57.23,0
ORD-001963,2026-05-08,Google Ads,Accessories,Germany,Mobile,2,64.37,27.46,0
ORD-001964,2026-05-08,Email,Accessories,Germany,Desktop,2,46.81,20.61,0
ORD-001965,2026-05-08,Meta Ads,Home & Living,Turkey,Desktop,5,625.57,301.16,1
ORD-001966,2026-05-08,Direct,Beauty,Australia,Mobile,1,41.26,14.67,0
ORD-001967,2026-05-08,Organic Search,Apparel,Canada,Mobile,2,116.38,49.14,0
ORD-001968,2026-05-08,Google Ads,Electronics,US,Desktop,4,1054.62,767.29,1
ORD-001969,2026-05-08,Email,Apparel,US,Mobile,2,100.12,48.62,0
ORD-001970,2026-05-08,Google Ads,Beauty,Germany,Desktop,5,176.05,68.29,1
ORD-001971,2026-05-08,Direct,Beauty,UK,Mobile,5,209.99,78.61,1
ORD-001972,2026-05-08,Direct,Home & Living,US,Tablet,3,228.99,119.92,0
ORD-001973,2026-05-08,Email,Accessories,Turkey,Mobile,5,147.98,62.98,0
ORD-001974,2026-05-08,Organic Search,Apparel,US,Mobile,2,99.98,46.68,1
ORD-001975,2026-05-08,Organic Search,Accessories,US,Desktop,2,72.02,29.37,0
ORD-001976,2026-05-08,Meta Ads,Apparel,Turkey,Mobile,4,273.62,107.07,1
ORD-001977,2026-05-08,Google Ads,Electronics,Germany,Mobile,3,793.94,567.37,1
ORD-001978,2026-05-08,Direct,Home & Living,Canada,Mobile,1,79.97,47.51,0
ORD-001979,2026-05-08,Meta Ads,Electronics,US,Desktop,1,191.67,131.65,1
ORD-001980,2026-05-08,Meta Ads,Beauty,UK,Mobile,1,46.54,15.92,1
ORD-001981,2026-05-08,Google Ads,Beauty,Germany,Mobile,3,142.67,54.18,0
ORD-001982,2026-05-08,Direct,Beauty,US,Mobile,1,43.46,17.69,0
ORD-001983,2026-05-08,Direct,Apparel,Canada,Mobile,1,53.51,24.48,0
ORD-001984,2026-05-08,Meta Ads,Apparel,US,Tablet,2,117.93,57.97,0
ORD-001985,2026-05-08,Meta Ads,Apparel,US,Mobile,1,51.7,24.44,1
ORD-001986,2026-05-08,Email,Home & Living,US,Desktop,5,257.42,148.15,0
ORD-001987,2026-05-08,Meta Ads,Apparel,US,Mobile,2,98.13,43.02,1
ORD-001988,2026-05-08,Direct,Electronics,US,Mobile,1,263.38,176.26,0
ORD-001989,2026-05-08,Direct,Accessories,Canada,Tablet,1,26.64,10.84,0
ORD-001990,2026-05-08,Email,Accessories,Germany,Mobile,3,88.75,39.38,0
ORD-001991,2026-05-08,Google Ads,Beauty,US,Desktop,2,58.21,24.02,1
ORD-001992,2026-05-08,Email,Apparel,Germany,Mobile,2,119.29,52.9,0
ORD-001993,2026-05-08,Direct,Home & Living,US,Desktop,1,76.24,44.16,1
ORD-001994,2026-05-09,Direct,Accessories,Turkey,Tablet,4,127.86,52.42,0
ORD-001995,2026-05-09,Email,Apparel,US,Mobile,3,193.46,88.83,0
ORD-001996,2026-05-09,Organic Search,Accessories,Turkey,Mobile,3,102.45,42.33,0
ORD-001997,2026-05-09,Organic Search,Apparel,US,Mobile,1,58.23,25.38,1
ORD-001998,2026-05-09,Organic Search,Accessories,Germany,Desktop,1,26.4,12.22,1
ORD-001999,2026-05-09,Google Ads,Apparel,US,Mobile,4,302.15,156.03,1
ORD-002000,2026-05-09,Google Ads,Electronics,Australia,Mobile,2,414.07,275.11,1
ORD-002001,2026-05-09,Meta Ads,Accessories,Australia,Desktop,1,30.67,11.54,0
ORD-002002,2026-05-09,Google Ads,Apparel,Turkey,Desktop,2,103.52,52.62,0
ORD-002003,2026-05-09,Organic Search,Beauty,Turkey,Mobile,2,97.59,38.1,0
ORD-002004,2026-05-09,Meta Ads,Home & Living,US,Mobile,1,64.3,34.82,0
ORD-002005,2026-05-09,Email,Apparel,Germany,Tablet,1,59.18,27.38,0
ORD-002006,2026-05-09,Organic Search,Accessories,US,Tablet,2,57.68,26.95,1
ORD-002007,2026-05-09,Organic Search,Home & Living,US,Desktop,1,101.0,54.36,0
ORD-002008,2026-05-09,Direct,Accessories,US,Desktop,1,37.61,16.03,0
ORD-002009,2026-05-09,Meta Ads,Accessories,Turkey,Desktop,3,88.06,34.46,0
ORD-002010,2026-05-09,Organic Search,Apparel,Canada,Tablet,5,248.77,123.06,0
ORD-002011,2026-05-09,Google Ads,Apparel,US,Mobile,1,48.11,21.55,0
ORD-002012,2026-05-09,Email,Electronics,Turkey,Tablet,1,277.25,180.67,0
ORD-002013,2026-05-09,Organic Search,Home & Living,Australia,Desktop,2,218.27,119.87,1
ORD-002014,2026-05-09,Google Ads,Apparel,US,Desktop,1,79.13,36.27,0
ORD-002015,2026-05-09,Google Ads,Electronics,UK,Mobile,4,815.95,549.42,0
ORD-002016,2026-05-09,Email,Beauty,Canada,Mobile,2,91.36,39.24,0
ORD-002017,2026-05-09,Organic Search,Apparel,Canada,Desktop,1,48.98,20.97,1
ORD-002018,2026-05-09,Organic Search,Beauty,UK,Desktop,3,103.53,40.54,1
ORD-002019,2026-05-09,Meta Ads,Home & Living,UK,Mobile,1,104.65,60.85,0
ORD-002020,2026-05-09,Organic Search,Apparel,US,Desktop,2,117.05,47.01,1
ORD-002021,2026-05-09,Organic Search,Apparel,UK,Mobile,4,210.6,93.04,0
ORD-002022,2026-05-09,Google Ads,Apparel,US,Mobile,1,44.33,20.45,1
ORD-002023,2026-05-09,Organic Search,Home & Living,US,Desktop,1,67.47,35.37,0
ORD-002024,2026-05-09,Organic Search,Apparel,US,Desktop,4,225.63,106.23,1
ORD-002025,2026-05-09,Direct,Beauty,Germany,Mobile,2,83.37,32.34,1
ORD-002026,2026-05-09,Meta Ads,Beauty,UK,Mobile,1,32.93,12.42,0
ORD-002027,2026-05-09,Meta Ads,Apparel,UK,Mobile,1,68.66,28.16,1
ORD-002028,2026-05-09,Direct,Accessories,US,Desktop,1,32.18,13.95,1
ORD-002029,2026-05-10,Email,Beauty,UK,Desktop,2,79.04,30.16,0
ORD-002030,2026-05-10,Direct,Accessories,Turkey,Mobile,1,36.27,15.86,0
ORD-002031,2026-05-10,Meta Ads,Apparel,Canada,Desktop,1,54.76,24.25,1
ORD-002032,2026-05-10,Email,Apparel,US,Tablet,1,58.53,23.66,0
ORD-002033,2026-05-10,Meta Ads,Electronics,US,Mobile,2,552.69,384.15,0
ORD-002034,2026-05-10,Email,Accessories,UK,Desktop,2,61.57,26.51,0
ORD-002035,2026-05-10,Direct,Electronics,US,Desktop,2,511.95,370.96,0
ORD-002036,2026-05-10,Organic Search,Apparel,US,Mobile,1,62.75,28.38,1
ORD-002037,2026-05-10,Google Ads,Accessories,US,Mobile,2,68.34,27.35,1
ORD-002038,2026-05-10,Direct,Home & Living,Australia,Desktop,2,192.59,102.15,1
ORD-002039,2026-05-10,Direct,Electronics,Canada,Mobile,2,497.25,337.71,0
ORD-002040,2026-05-10,Organic Search,Accessories,US,Mobile,1,36.97,15.89,0
ORD-002041,2026-05-10,Direct,Accessories,US,Desktop,1,23.15,8.96,0
ORD-002042,2026-05-10,Organic Search,Home & Living,US,Mobile,2,222.13,127.0,0
ORD-002043,2026-05-10,Meta Ads,Electronics,US,Mobile,1,183.12,132.96,1
ORD-002044,2026-05-10,Meta Ads,Home & Living,Germany,Tablet,2,202.82,101.33,0
ORD-002045,2026-05-10,Google Ads,Apparel,US,Mobile,1,47.06,22.47,0
ORD-002046,2026-05-10,Organic Search,Home & Living,Turkey,Mobile,1,134.24,70.78,0
ORD-002047,2026-05-10,Organic Search,Apparel,US,Desktop,2,105.37,47.42,1
ORD-002048,2026-05-10,Google Ads,Home & Living,US,Mobile,1,82.17,45.91,1
ORD-002049,2026-05-10,Google Ads,Beauty,Turkey,Desktop,1,35.06,13.27,0
ORD-002050,2026-05-10,Email,Accessories,US,Desktop,3,101.07,41.59,0
ORD-002051,2026-05-10,Email,Accessories,US,Mobile,1,27.57,11.49,0
ORD-002052,2026-05-10,Direct,Apparel,US,Mobile,4,221.85,92.52,0
ORD-002053,2026-05-10,Google Ads,Apparel,Germany,Tablet,1,81.33,36.78,1
ORD-002054,2026-05-10,Direct,Home & Living,US,Desktop,3,235.79,121.6,0
ORD-002055,2026-05-10,Google Ads,Apparel,Australia,Mobile,3,153.7,71.82,0
ORD-002056,2026-05-10,Google Ads,Apparel,Germany,Mobile,1,59.3,26.38,1
ORD-002057,2026-05-10,Email,Beauty,Turkey,Mobile,2,66.87,26.95,0
ORD-002058,2026-05-10,Meta Ads,Electronics,Germany,Desktop,2,521.46,354.66,1
ORD-002059,2026-05-10,Email,Apparel,Australia,Desktop,2,109.97,48.22,0
ORD-002060,2026-05-10,Meta Ads,Home & Living,Canada,Mobile,1,65.77,36.6,1
ORD-002061,2026-05-10,Google Ads,Accessories,UK,Desktop,4,106.17,46.4,0
ORD-002062,2026-05-10,Organic Search,Beauty,Canada,Mobile,2,61.98,24.87,0
ORD-002063,2026-05-10,Google Ads,Apparel,Germany,Mobile,5,206.08,93.87,0
ORD-002064,2026-05-10,Meta Ads,Home & Living,US,Desktop,3,235.83,131.11,0
ORD-002065,2026-05-10,Google Ads,Accessories,Canada,Mobile,3,106.45,40.39,0
ORD-002066,2026-05-10,Meta Ads,Apparel,US,Desktop,2,132.28,65.0,0
ORD-002067,2026-05-10,Email,Home & Living,UK,Mobile,2,195.8,102.57,0
ORD-002068,2026-05-10,Google Ads,Beauty,US,Desktop,4,184.25,65.06,0
ORD-002069,2026-05-10,Organic Search,Beauty,US,Tablet,2,77.33,30.06,1
ORD-002070,2026-05-10,Organic Search,Apparel,US,Mobile,1,46.65,20.9,1
ORD-002071,2026-05-10,Organic Search,Accessories,US,Mobile,2,58.18,24.64,1
ORD-002072,2026-05-10,Organic Search,Electronics,US,Desktop,1,293.14,213.67,1
ORD-002073,2026-05-10,Organic Search,Apparel,US,Mobile,4,225.95,100.05,0
ORD-002074,2026-05-10,Direct,Apparel,Germany,Desktop,2,98.38,41.17,1
ORD-002075,2026-05-10,Google Ads,Electronics,UK,Desktop,2,489.41,339.25,0
ORD-002076,2026-05-10,Email,Apparel,Turkey,Mobile,1,54.05,22.04,0
ORD-002077,2026-05-10,Google Ads,Beauty,Australia,Desktop,2,74.31,24.75,0
ORD-002078,2026-05-10,Organic Search,Accessories,US,Mobile,1,26.87,9.78,0
ORD-002079,2026-05-10,Organic Search,Apparel,UK,Mobile,2,104.43,47.17,0
ORD-002080,2026-05-10,Google Ads,Beauty,UK,Mobile,2,79.88,29.88,1
ORD-002081,2026-05-10,Google Ads,Accessories,US,Desktop,2,51.94,21.4,0
ORD-002082,2026-05-10,Google Ads,Apparel,UK,Tablet,1,46.06,18.98,0
ORD-002083,2026-05-10,Google Ads,Beauty,Germany,Mobile,2,107.81,38.87,1
ORD-002084,2026-05-10,Organic Search,Accessories,Germany,Mobile,2,63.19,25.77,0
ORD-002085,2026-05-10,Google Ads,Beauty,US,Mobile,3,144.54,63.75,0
ORD-002086,2026-05-11,Email,Home & Living,UK,Desktop,2,153.62,94.02,0
ORD-002087,2026-05-11,Organic Search,Beauty,Australia,Mobile,4,162.48,62.28,1
ORD-002088,2026-05-11,Direct,Electronics,US,Desktop,3,760.54,526.3,1
ORD-002089,2026-05-11,Google Ads,Electronics,US,Desktop,1,188.11,133.1,1
ORD-002090,2026-05-11,Direct,Beauty,Canada,Mobile,1,40.96,16.65,0
ORD-002091,2026-05-11,Organic Search,Beauty,Turkey,Mobile,1,44.58,18.51,0
ORD-002092,2026-05-11,Google Ads,Apparel,US,Desktop,3,209.99,102.53,1
ORD-002093,2026-05-11,Direct,Apparel,Turkey,Tablet,1,73.61,33.62,0
ORD-002094,2026-05-11,Direct,Accessories,US,Mobile,2,77.08,32.8,0
ORD-002095,2026-05-11,Direct,Beauty,US,Desktop,1,37.33,13.66,0
ORD-002096,2026-05-11,Direct,Apparel,UK,Desktop,5,234.69,107.51,1
ORD-002097,2026-05-11,Meta Ads,Home & Living,US,Tablet,2,178.07,106.11,0
ORD-002098,2026-05-11,Google Ads,Home & Living,Canada,Mobile,2,173.19,89.58,0
ORD-002099,2026-05-11,Google Ads,Apparel,US,Mobile,4,215.26,93.58,1
ORD-002100,2026-05-11,Direct,Apparel,UK,Desktop,5,222.26,115.93,1
ORD-002101,2026-05-11,Direct,Accessories,US,Mobile,2,66.92,25.76,0
ORD-002102,2026-05-11,Direct,Home & Living,Australia,Mobile,3,300.62,168.24,0
ORD-002103,2026-05-11,Direct,Apparel,Turkey,Desktop,2,142.36,63.71,0
ORD-002104,2026-05-11,Organic Search,Beauty,UK,Mobile,1,29.01,12.42,0
ORD-002105,2026-05-11,Google Ads,Home & Living,UK,Desktop,1,77.67,37.96,1
ORD-002106,2026-05-11,Google Ads,Home & Living,Turkey,Mobile,2,239.54,125.39,0
ORD-002107,2026-05-11,Meta Ads,Apparel,US,Desktop,2,81.6,33.06,0
ORD-002108,2026-05-11,Email,Apparel,Australia,Mobile,1,73.16,31.45,1
ORD-002109,2026-05-11,Google Ads,Apparel,Germany,Desktop,1,59.56,25.97,0
ORD-002110,2026-05-11,Direct,Accessories,Turkey,Mobile,2,62.52,23.58,0
ORD-002111,2026-05-11,Email,Home & Living,US,Mobile,1,92.56,52.57,0
ORD-002112,2026-05-11,Meta Ads,Beauty,US,Tablet,2,52.81,19.36,1
ORD-002113,2026-05-11,Direct,Apparel,US,Desktop,2,94.76,39.87,1
ORD-002114,2026-05-11,Organic Search,Beauty,US,Mobile,1,34.44,12.09,0
ORD-002115,2026-05-11,Email,Home & Living,US,Mobile,1,105.24,64.14,0
ORD-002116,2026-05-11,Meta Ads,Beauty,Turkey,Desktop,1,38.3,15.17,0
ORD-002117,2026-05-11,Meta Ads,Electronics,US,Tablet,1,200.66,140.94,0
ORD-002118,2026-05-11,Google Ads,Home & Living,US,Mobile,2,199.1,106.8,1
ORD-002119,2026-05-11,Organic Search,Apparel,US,Tablet,3,151.56,69.57,1
ORD-002120,2026-05-11,Email,Apparel,UK,Mobile,3,159.93,66.64,0
ORD-002121,2026-05-11,Direct,Beauty,UK,Desktop,1,40.66,17.16,0
ORD-002122,2026-05-11,Direct,Apparel,US,Mobile,2,99.07,47.68,0
ORD-002123,2026-05-11,Google Ads,Apparel,Australia,Mobile,1,62.36,26.23,0
ORD-002124,2026-05-11,Direct,Accessories,Australia,Tablet,3,94.4,40.44,0
ORD-002125,2026-05-11,Google Ads,Apparel,US,Mobile,1,67.44,30.49,0
ORD-002126,2026-05-11,Google Ads,Home & Living,Australia,Tablet,2,173.72,102.81,0
ORD-002127,2026-05-11,Email,Beauty,US,Mobile,2,56.09,22.01,0
ORD-002128,2026-05-11,Direct,Beauty,UK,Mobile,1,42.97,16.37,1
ORD-002129,2026-05-11,Direct,Apparel,Turkey,Tablet,5,277.23,124.64,0
ORD-002130,2026-05-11,Direct,Home & Living,Turkey,Desktop,1,116.27,69.29,1
ORD-002131,2026-05-11,Google Ads,Home & Living,US,Mobile,1,87.1,45.86,0
ORD-002132,2026-05-11,Google Ads,Electronics,UK,Desktop,2,480.75,340.37,0
ORD-002133,2026-05-11,Google Ads,Beauty,US,Mobile,2,76.03,24.4,0
ORD-002134,2026-05-11,Organic Search,Accessories,UK,Desktop,1,32.13,13.63,0
ORD-002135,2026-05-11,Organic Search,Apparel,Canada,Mobile,1,49.47,22.05,1
ORD-002136,2026-05-11,Google Ads,Apparel,US,Mobile,1,58.32,25.63,0
ORD-002137,2026-05-11,Meta Ads,Beauty,Turkey,Mobile,3,115.96,38.61,0
ORD-002138,2026-05-12,Direct,Apparel,Germany,Mobile,1,80.74,35.49,0
ORD-002139,2026-05-12,Google Ads,Beauty,Germany,Mobile,5,186.51,71.99,1
ORD-002140,2026-05-12,Google Ads,Apparel,UK,Desktop,3,169.2,79.84,1
ORD-002141,2026-05-12,Google Ads,Home & Living,Germany,Desktop,1,95.09,51.08,0
ORD-002142,2026-05-12,Email,Home & Living,Canada,Mobile,2,146.82,75.24,0
ORD-002143,2026-05-12,Google Ads,Home & Living,Germany,Mobile,1,62.93,32.08,1
ORD-002144,2026-05-12,Direct,Electronics,Germany,Mobile,2,496.7,330.73,0
ORD-002145,2026-05-12,Google Ads,Apparel,Germany,Desktop,2,131.76,58.34,0
ORD-002146,2026-05-12,Organic Search,Accessories,UK,Desktop,1,22.22,8.75,1
ORD-002147,2026-05-12,Meta Ads,Accessories,US,Mobile,2,55.27,23.66,0
ORD-002148,2026-05-12,Meta Ads,Home & Living,US,Mobile,4,324.08,167.79,1
ORD-002149,2026-05-12,Meta Ads,Apparel,Germany,Desktop,1,52.78,19.54,1
ORD-002150,2026-05-12,Email,Home & Living,Turkey,Tablet,1,99.33,57.76,0
ORD-002151,2026-05-12,Organic Search,Electronics,US,Mobile,4,986.03,665.24,0
ORD-002152,2026-05-12,Meta Ads,Apparel,UK,Mobile,1,51.48,23.6,0
ORD-002153,2026-05-12,Email,Apparel,US,Mobile,2,123.26,54.43,0
ORD-002154,2026-05-12,Direct,Apparel,Germany,Desktop,2,95.12,41.56,1
ORD-002155,2026-05-12,Email,Electronics,Canada,Mobile,1,231.81,154.09,0
ORD-002156,2026-05-12,Email,Apparel,Canada,Mobile,1,70.95,31.13,0
ORD-002157,2026-05-12,Organic Search,Beauty,Canada,Desktop,1,35.26,13.61,0
ORD-002158,2026-05-12,Direct,Home & Living,Australia,Mobile,1,104.76,58.53,0
ORD-002159,2026-05-12,Organic Search,Electronics,US,Mobile,2,462.7,333.4,1
ORD-002160,2026-05-12,Direct,Apparel,UK,Mobile,3,189.19,89.48,0
ORD-002161,2026-05-12,Email,Accessories,US,Mobile,1,27.82,12.15,0
ORD-002162,2026-05-12,Google Ads,Apparel,Turkey,Mobile,2,134.44,64.4,0
ORD-002163,2026-05-12,Google Ads,Apparel,Australia,Mobile,1,46.41,22.85,1
ORD-002164,2026-05-12,Email,Home & Living,US,Mobile,1,114.16,63.41,0
ORD-002165,2026-05-12,Email,Beauty,US,Mobile,2,81.77,30.74,0
ORD-002166,2026-05-12,Organic Search,Beauty,UK,Desktop,1,24.31,9.85,0
ORD-002167,2026-05-12,Direct,Electronics,Turkey,Desktop,2,670.32,474.49,1
ORD-002168,2026-05-12,Organic Search,Electronics,US,Mobile,1,252.32,173.3,0
ORD-002169,2026-05-12,Meta Ads,Apparel,Germany,Desktop,2,69.8,24.8,0
ORD-002170,2026-05-12,Organic Search,Home & Living,US,Mobile,4,347.4,198.56,0
ORD-002171,2026-05-12,Google Ads,Electronics,Germany,Desktop,1,262.38,182.94,1
ORD-002172,2026-05-12,Organic Search,Electronics,Germany,Desktop,4,940.72,647.16,0
ORD-002173,2026-05-12,Direct,Apparel,US,Desktop,1,58.51,25.82,0
ORD-002174,2026-05-12,Google Ads,Accessories,Australia,Desktop,1,24.0,10.65,1
ORD-002175,2026-05-12,Direct,Apparel,US,Mobile,1,48.23,22.28,0
ORD-002176,2026-05-12,Email,Apparel,Australia,Mobile,3,160.63,81.1,1
ORD-002177,2026-05-12,Google Ads,Accessories,US,Mobile,2,64.67,27.08,0
ORD-002178,2026-05-12,Direct,Beauty,Germany,Mobile,5,206.94,79.5,0
ORD-002179,2026-05-12,Email,Home & Living,US,Desktop,2,166.26,94.55,0
ORD-002180,2026-05-12,Organic Search,Beauty,Germany,Mobile,1,43.03,15.83,0
ORD-002181,2026-05-12,Google Ads,Apparel,US,Mobile,4,205.3,83.1,0
ORD-002182,2026-05-12,Meta Ads,Beauty,Germany,Desktop,4,155.1,56.13,1
ORD-002183,2026-05-12,Organic Search,Apparel,US,Desktop,3,112.89,52.86,1
ORD-002184,2026-05-12,Google Ads,Accessories,US,Desktop,2,64.93,27.54,0
ORD-002185,2026-05-12,Meta Ads,Apparel,Australia,Mobile,3,116.04,47.26,1
ORD-002186,2026-05-12,Direct,Home & Living,UK,Desktop,1,83.3,47.49,1
ORD-002187,2026-05-12,Email,Home & Living,UK,Mobile,4,421.89,244.28,0
ORD-002188,2026-05-12,Email,Apparel,Germany,Desktop,5,267.91,125.47,0
ORD-002189,2026-05-12,Direct,Electronics,UK,Mobile,2,416.88,308.34,1
ORD-002190,2026-05-12,Google Ads,Beauty,Turkey,Mobile,1,36.52,13.2,0
ORD-002191,2026-05-12,Google Ads,Apparel,UK,Tablet,1,60.71,31.05,1
ORD-002192,2026-05-12,Organic Search,Accessories,Turkey,Mobile,4,141.81,64.98,0
ORD-002193,2026-05-12,Meta Ads,Apparel,Turkey,Mobile,3,128.46,57.74,0
ORD-002194,2026-05-13,Organic Search,Apparel,US,Mobile,2,134.34,58.8,1
ORD-002195,2026-05-13,Organic Search,Apparel,Germany,Mobile,4,224.18,113.75,0
ORD-002196,2026-05-13,Google Ads,Beauty,US,Desktop,3,100.63,41.93,1
ORD-002197,2026-05-13,Meta Ads,Beauty,US,Desktop,1,42.03,15.68,0
ORD-002198,2026-05-13,Meta Ads,Accessories,Turkey,Mobile,2,71.75,31.52,0
ORD-002199,2026-05-13,Organic Search,Accessories,Turkey,Desktop,3,91.18,34.83,0
ORD-002200,2026-05-13,Google Ads,Electronics,UK,Tablet,4,1027.95,764.05,0
ORD-002201,2026-05-13,Meta Ads,Home & Living,Turkey,Desktop,2,178.19,103.48,1
ORD-002202,2026-05-13,Direct,Apparel,UK,Desktop,1,59.49,26.78,1
ORD-002203,2026-05-13,Organic Search,Apparel,US,Tablet,2,104.72,48.59,0
ORD-002204,2026-05-13,Direct,Apparel,Turkey,Desktop,2,111.71,51.65,1
ORD-002205,2026-05-13,Google Ads,Accessories,Germany,Mobile,1,32.39,12.67,0
ORD-002206,2026-05-13,Meta Ads,Apparel,Canada,Tablet,5,355.29,147.8,0
ORD-002207,2026-05-13,Organic Search,Home & Living,UK,Mobile,1,115.14,57.93,0
ORD-002208,2026-05-13,Meta Ads,Electronics,UK,Tablet,4,1078.65,715.63,1
ORD-002209,2026-05-13,Email,Electronics,US,Desktop,1,208.91,142.12,1
ORD-002210,2026-05-13,Google Ads,Home & Living,Turkey,Desktop,1,125.5,74.25,0
ORD-002211,2026-05-13,Organic Search,Apparel,US,Mobile,2,79.41,35.39,1
ORD-002212,2026-05-13,Google Ads,Electronics,UK,Mobile,2,476.18,331.88,1
ORD-002213,2026-05-13,Organic Search,Home & Living,US,Mobile,3,264.41,142.52,0
ORD-002214,2026-05-13,Direct,Beauty,Germany,Desktop,2,65.27,24.99,1
ORD-002215,2026-05-13,Google Ads,Beauty,US,Desktop,1,44.91,15.32,1
ORD-002216,2026-05-13,Meta Ads,Accessories,Canada,Mobile,4,136.47,54.25,0
ORD-002217,2026-05-13,Organic Search,Electronics,UK,Mobile,2,428.1,301.27,0
